20200526-085517,INFO,____Sample,__CPU_Temp,_senseTemp,_sensHumid,_sensePres,__DHT_Temp,_DHT_Humid, _temp_diff, __hum_diff, temp_factor, hum_factor
20200526-085518,INFO,ERROR,Sensor failure. Check wiring.
20200526-085558,INFO,1,38.63,25.77,69.69,1027.37,23.2,72.2,2.57,-2.51,5.0,12.37
20200526-085638,INFO,2,39.17,26.22,69.17,1027.42,23.3,69.7,2.92,-0.53,4.43,56.6
20200526-085717,INFO,3,39.7,26.44,68.47,1027.39,23.3,72.0,3.14,-3.53,4.22,8.15
20200526-085757,INFO,4,39.7,26.84,67.51,1027.54,23.4,72.4,3.44,-4.89,3.74,5.69
20200526-085837,INFO,5,40.78,27.11,65.92,1027.55,23.5,70.4,3.61,-4.48,3.79,5.61
20200526-085916,INFO,6,40.78,27.4,65.45,1027.58,23.5,70.4,3.9,-4.95,3.43,4.98
20200526-085956,INFO,7,40.78,27.64,64.05,1027.56,23.6,70.6,4.04,-6.55,3.25,3.55
20200526-090036,INFO,8,40.78,27.33,62.84,1027.55,23.6,69.5,3.73,-6.66,3.61,3.31
20200526-090115,INFO,9,41.32,27.65,63.07,1027.56,23.5,68.0,4.15,-4.93,3.29,4.41
20200526-090155,INFO,10,41.32,27.35,62.36,1027.55,23.6,68.2,3.75,-5.84,3.73,3.6
20200526-090235,INFO,11,40.78,27.4,62.38,1027.5,23.5,68.1,3.9,-5.72,3.43,3.78
20200526-090314,INFO,12,40.78,27.55,61.83,1027.5,23.4,67.0,4.15,-5.17,3.19,4.07
20200526-090354,INFO,13,40.78,27.18,61.78,1027.51,23.2,68.5,3.98,-6.72,3.42,3.13
20200526-090434,INFO,14,40.78,27.04,62.29,1027.52,23.2,68.3,3.84,-6.01,3.58,3.58
20200526-090513,INFO,15,40.78,27.18,62.32,1027.53,23.2,68.0,3.98,-5.68,3.42,3.79
20200526-090553,INFO,16,40.78,27.2,62.01,1027.53,23.1,69.2,4.1,-7.19,3.31,2.95
20200526-090633,INFO,ERROR,Sensor failure. Check wiring.
20200526-090712,INFO,17,41.32,27.44,61.94,1027.53,23.2,69.0,4.24,-7.06,3.27,2.92
20200526-090752,INFO,18,40.78,27.69,61.19,1027.57,23.1,68.5,4.59,-7.31,2.85,2.79
20200526-090832,INFO,19,40.78,27.71,61.07,1027.47,23.2,69.1,4.51,-8.03,2.9,2.53
20200526-090911,INFO,ERROR,Sensor failure. Check wiring.
20200526-090951,INFO,ERROR,Sensor failure. Check wiring.
20200526-091031,INFO,20,41.32,27.71,60.54,1027.47,23.2,68.9,4.51,-8.36,3.02,2.3
20200526-091110,INFO,ERROR,Sensor failure. Check wiring.
20200526-091150,INFO,21,41.32,27.71,60.21,1027.52,23.2,68.2,4.51,-7.99,3.02,2.36
20200526-091230,INFO,22,41.32,27.87,58.33,1027.56,23.2,67.1,4.67,-8.77,2.88,1.94
20200526-091309,INFO,ERROR,Sensor failure. Check wiring.
20200526-091349,INFO,23,41.32,27.69,58.74,1027.54,23.2,67.2,4.49,-8.46,3.04,2.06
20200526-091429,INFO,24,41.86,27.78,58.98,1027.55,23.2,66.8,4.58,-7.82,3.07,2.19
20200526-091508,INFO,25,41.86,27.82,59.18,1027.53,23.1,67.3,4.72,-8.12,2.97,2.13
20200526-091548,INFO,26,41.86,28.22,58.73,1027.55,23.2,67.6,5.02,-8.87,2.72,1.9
20200526-091628,INFO,27,42.39,28.29,57.7,1027.58,23.2,67.6,5.09,-9.9,2.77,1.55
20200526-091707,INFO,28,42.39,28.24,58.06,1027.59,23.3,67.2,4.94,-9.14,2.86,1.71
20200526-091747,INFO,ERROR,Sensor failure. Check wiring.
20200526-091826,INFO,29,41.86,28.31,57.51,1027.58,23.2,66.7,5.11,-9.19,2.65,1.7
20200526-091906,INFO,30,41.86,28.53,57.56,1027.62,23.3,67.0,5.23,-9.44,2.55,1.66
20200526-091946,INFO,31,42.39,28.47,57.55,1027.61,23.3,66.7,5.17,-9.15,2.69,1.66
20200526-092025,INFO,32,41.86,28.4,57.52,1027.63,23.4,66.8,5.0,-9.28,2.69,1.69
20200526-092105,INFO,33,41.86,28.47,57.55,1027.6,23.3,66.3,5.17,-8.75,2.59,1.79
20200526-092145,INFO,ERROR,Sensor failure. Check wiring.
20200526-092224,INFO,34,41.86,28.38,57.46,1027.59,23.4,66.5,4.98,-9.04,2.71,1.73
20200526-092304,INFO,ERROR,Sensor failure. Check wiring.
20200526-092344,INFO,35,42.39,28.51,57.39,1027.67,23.3,66.9,5.21,-9.51,2.66,1.58
20200526-092423,INFO,ERROR,Sensor failure. Check wiring.
20200526-092503,INFO,ERROR,Sensor failure. Check wiring.
20200526-092543,INFO,36,43.47,28.78,56.48,1027.54,23.4,66.8,5.38,-10.32,2.73,1.26
20200526-092622,INFO,37,42.93,28.76,55.75,1027.59,23.4,66.8,5.36,-11.05,2.64,1.16
20200526-092702,INFO,38,42.93,28.91,56.71,1027.5,23.4,65.7,5.51,-8.99,2.54,1.53
20200526-092742,INFO,39,42.93,28.93,55.98,1027.53,23.4,66.2,5.53,-10.22,2.53,1.28
20200526-092821,INFO,40,42.39,28.69,56.24,1027.6,23.4,66.4,5.29,-10.16,2.59,1.36
20200526-092901,INFO,ERROR,Sensor failure. Check wiring.
20200526-092941,INFO,41,42.93,28.63,56.68,1027.6,23.4,66.1,5.23,-9.42,2.73,1.46
20200526-093020,INFO,42,42.39,28.69,56.29,1027.6,23.4,65.7,5.29,-9.41,2.59,1.48
20200526-093100,INFO,43,42.39,28.58,56.51,1027.63,23.4,65.6,5.18,-9.09,2.67,1.55
20200526-093140,INFO,44,42.39,28.62,56.63,1027.61,23.5,66.1,5.12,-9.47,2.69,1.5
20200526-093219,INFO,45,42.93,28.62,56.89,1027.62,23.5,66.1,5.12,-9.21,2.79,1.52
20200526-093259,INFO,46,42.93,28.71,56.41,1027.6,23.5,66.0,5.21,-9.59,2.73,1.41
20200526-093339,INFO,47,42.93,28.85,54.08,1027.53,23.6,65.4,5.25,-11.32,2.68,0.98
20200526-093418,INFO,48,42.93,28.62,56.32,1027.66,23.6,65.4,5.02,-9.08,2.85,1.47
20200526-093458,INFO,49,42.39,28.8,56.2,1027.65,23.6,65.0,5.2,-8.8,2.61,1.57
20200526-093538,INFO,50,42.93,28.89,55.87,1027.55,23.6,65.6,5.29,-9.73,2.65,1.33
20200526-093617,INFO,51,42.93,28.82,55.6,1027.58,23.6,65.6,5.22,-10.0,2.7,1.27
20200526-093657,INFO,52,42.93,28.93,55.66,1027.59,23.6,65.3,5.33,-9.64,2.63,1.32
20200526-093737,INFO,ERROR,Sensor failure. Check wiring.
20200526-093816,INFO,53,42.93,29.0,55.72,1027.58,23.7,65.7,5.3,-9.98,2.63,1.28
20200526-093856,INFO,54,41.86,29.0,54.98,1027.54,23.7,64.8,5.3,-9.82,2.43,1.34
20200526-093936,INFO,ERROR,Sensor failure. Check wiring.
20200526-094015,INFO,55,42.93,29.11,55.04,1027.55,23.8,65.0,5.31,-9.96,2.6,1.22
20200526-094055,INFO,56,43.47,29.0,55.29,1027.56,23.8,64.4,5.2,-9.11,2.78,1.3
20200526-094135,INFO,57,42.93,28.85,55.1,1027.58,23.8,63.9,5.05,-8.8,2.79,1.38
20200526-094214,INFO,58,42.93,29.18,54.96,1027.53,23.8,63.6,5.38,-8.64,2.56,1.39
20200526-094254,INFO,59,43.47,29.42,54.95,1027.55,23.8,64.3,5.62,-9.35,2.5,1.23
20200526-094334,INFO,60,43.47,29.4,54.63,1027.53,23.8,64.4,5.6,-9.77,2.51,1.14
20200526-094413,INFO,61,42.93,29.27,54.6,1027.57,23.9,63.9,5.37,-9.3,2.54,1.25
20200526-094453,INFO,62,42.93,29.54,54.92,1027.54,23.8,64.0,5.74,-9.08,2.33,1.32
20200526-094533,INFO,63,42.93,29.31,55.14,1027.58,23.9,64.3,5.41,-9.16,2.52,1.33
20200526-094612,INFO,64,43.47,29.23,54.44,1027.52,23.9,64.3,5.33,-9.86,2.67,1.11
20200526-094652,INFO,65,42.93,29.38,54.48,1027.5,23.9,63.8,5.48,-9.32,2.47,1.24
20200526-094732,INFO,66,42.93,29.38,54.36,1027.56,24.0,63.4,5.38,-9.04,2.52,1.26
20200526-094811,INFO,67,43.47,29.4,53.96,1027.49,24.0,63.4,5.4,-9.44,2.61,1.11
20200526-094851,INFO,68,42.93,29.42,54.21,1027.54,23.9,63.0,5.52,-8.79,2.45,1.28
20200526-094931,INFO,69,42.93,29.38,54.22,1027.51,24.0,63.9,5.38,-9.68,2.52,1.17
20200526-095010,INFO,70,43.47,29.27,54.08,1027.55,24.0,63.5,5.27,-9.42,2.69,1.13
20200526-095050,INFO,71,44.01,29.47,53.74,1027.53,24.0,62.8,5.47,-9.06,2.66,1.07
20200526-095130,INFO,72,43.47,29.4,53.89,1027.55,24.0,62.3,5.4,-8.41,2.61,1.24
20200526-095209,INFO,73,43.47,29.31,54.05,1027.53,24.0,63.0,5.31,-8.95,2.67,1.18
20200526-095249,INFO,ERROR,Sensor failure. Check wiring.
20200526-095329,INFO,74,44.01,29.62,54.14,1027.55,24.0,63.3,5.62,-9.16,2.56,1.11
20200526-095408,INFO,75,44.01,29.78,54.23,1027.55,24.0,64.3,5.78,-10.07,2.46,1.01
20200526-095448,INFO,76,43.47,29.6,54.45,1027.56,24.1,64.4,5.5,-9.95,2.52,1.1
20200526-095528,INFO,77,43.47,29.78,54.62,1027.56,24.1,64.5,5.68,-9.88,2.41,1.13
20200526-095607,INFO,78,43.47,29.78,54.43,1027.56,24.1,64.6,5.68,-10.17,2.41,1.08
20200526-095647,INFO,79,44.01,29.87,54.35,1027.55,24.1,64.6,5.77,-10.25,2.45,1.01
20200526-095727,INFO,80,44.01,29.94,54.27,1027.55,24.2,64.7,5.74,-10.43,2.45,0.98
20200526-095806,INFO,81,43.47,29.72,54.62,1027.59,24.2,64.6,5.52,-9.98,2.49,1.12
20200526-095846,INFO,ERROR,Sensor failure. Check wiring.
20200526-095926,INFO,82,43.47,29.71,55.31,1027.55,24.3,65.0,5.41,-9.69,2.54,1.22
20200526-100005,INFO,83,43.47,29.76,55.3,1027.59,24.2,65.1,5.56,-9.8,2.47,1.21
20200526-100045,INFO,84,43.47,29.81,55.18,1027.58,24.3,65.2,5.51,-10.02,2.48,1.17
20200526-100125,INFO,85,44.01,29.78,54.96,1027.54,24.3,65.6,5.48,-10.64,2.6,1.03
20200526-100204,INFO,86,44.55,29.65,55.61,1027.6,24.2,65.5,5.45,-9.89,2.73,1.12
20200526-100244,INFO,ERROR,Sensor failure. Check wiring.
20200526-100324,INFO,87,44.01,29.42,55.66,1027.57,24.2,65.9,5.22,-10.24,2.8,1.14
20200526-100403,INFO,88,43.47,29.63,55.82,1027.61,24.2,66.2,5.43,-10.38,2.55,1.19
20200526-100443,INFO,89,43.47,29.72,56.71,1027.61,24.1,66.3,5.62,-9.59,2.45,1.38
20200526-100523,INFO,90,43.47,29.54,56.06,1027.56,24.2,66.4,5.34,-10.34,2.61,1.22
20200526-100602,INFO,ERROR,Sensor failure. Check wiring.
20200526-100642,INFO,91,43.47,29.36,56.23,1027.58,24.1,66.7,5.26,-10.47,2.68,1.22
20200526-100721,INFO,92,44.01,29.2,56.74,1027.63,24.1,66.9,5.1,-10.16,2.9,1.25
20200526-100801,INFO,93,44.01,29.27,57.04,1027.68,24.0,67.2,5.27,-10.16,2.8,1.28
20200526-100841,INFO,94,44.01,29.05,57.47,1027.66,24.0,67.4,5.05,-9.93,2.96,1.36
20200526-100920,INFO,95,44.01,29.23,57.17,1027.66,23.9,67.5,5.33,-10.33,2.77,1.27
20200526-101000,INFO,96,43.47,29.2,57.27,1027.69,23.9,67.6,5.3,-10.33,2.69,1.34
20200526-101040,INFO,97,43.47,29.16,55.88,1027.68,23.9,67.6,5.26,-11.72,2.72,1.06
20200526-101119,INFO,98,43.47,29.18,57.43,1027.71,23.8,67.3,5.38,-9.87,2.66,1.41
20200526-101159,INFO,ERROR,Sensor failure. Check wiring.
20200526-101239,INFO,99,43.47,28.98,57.13,1027.7,23.8,67.2,5.18,-10.07,2.8,1.36
20200526-101318,INFO,ERROR,Sensor failure. Check wiring.
20200526-101358,INFO,100,42.93,29.12,56.84,1027.76,23.8,67.3,5.32,-10.46,2.6,1.33
20200526-101438,INFO,101,42.93,29.05,57.05,1027.77,23.9,67.0,5.15,-9.95,2.7,1.42
20200526-101517,INFO,102,44.01,29.07,58.94,1027.72,23.9,66.5,5.17,-7.56,2.89,1.97
20200526-101557,INFO,103,43.47,29.07,57.26,1027.73,24.0,66.9,5.07,-9.64,2.84,1.43
20200526-101637,INFO,104,42.93,28.98,57.3,1027.77,24.0,66.4,4.98,-9.1,2.8,1.58
20200526-101716,INFO,105,42.93,29.07,57.82,1027.72,24.1,66.4,4.97,-8.58,2.79,1.74
20200526-101756,INFO,106,43.47,29.14,57.15,1027.72,24.1,66.3,5.04,-9.15,2.84,1.5
20200526-101836,INFO,107,43.47,29.16,57.23,1027.7,24.1,66.2,5.06,-8.97,2.83,1.53
20200526-101915,INFO,108,44.01,29.42,56.74,1027.71,24.1,66.2,5.32,-9.46,2.74,1.35
20200526-101955,INFO,109,43.47,29.54,56.41,1027.71,24.2,66.3,5.34,-9.89,2.61,1.31
20200526-102035,INFO,110,43.47,29.27,56.31,1027.69,24.2,66.1,5.07,-9.79,2.8,1.31
20200526-102114,INFO,111,43.47,29.16,57.57,1027.63,24.2,65.8,4.96,-8.23,2.89,1.71
20200526-102154,INFO,112,43.47,29.11,57.82,1027.69,24.2,66.0,4.91,-8.18,2.92,1.75
20200526-102234,INFO,113,43.47,29.12,56.97,1027.7,24.2,66.1,4.92,-9.13,2.92,1.48
20200526-102313,INFO,114,43.47,28.94,56.87,1027.75,24.2,65.8,4.74,-8.93,3.07,1.5
20200526-102353,INFO,115,44.01,29.09,56.62,1027.76,24.2,65.6,4.89,-8.98,3.05,1.4
20200526-102433,INFO,116,43.47,28.91,57.29,1027.7,24.1,65.7,4.81,-8.41,3.03,1.64
20200526-102512,INFO,117,42.93,29.22,56.99,1027.69,24.0,65.9,5.22,-8.91,2.63,1.58
20200526-102552,INFO,118,43.47,28.76,57.26,1027.7,24.0,66.2,4.76,-8.94,3.09,1.54
20200526-102632,INFO,119,43.47,28.8,56.81,1027.73,23.9,66.2,4.9,-9.39,2.99,1.42
20200526-102711,INFO,120,43.47,28.94,57.28,1027.71,23.9,66.7,5.04,-9.42,2.88,1.47
20200526-102751,INFO,121,43.47,28.94,57.33,1027.72,23.9,67.1,5.04,-9.77,2.88,1.42
20200526-102831,INFO,ERROR,Sensor failure. Check wiring.
20200526-102910,INFO,122,43.47,29.07,57.16,1027.72,23.8,66.8,5.27,-9.64,2.73,1.42
20200526-102950,INFO,123,44.01,29.2,56.91,1027.77,23.8,66.6,5.4,-9.69,2.74,1.33
20200526-103030,INFO,124,43.47,28.94,56.97,1027.81,23.8,66.6,5.14,-9.63,2.83,1.4
20200526-103109,INFO,ERROR,Sensor failure. Check wiring.
20200526-103149,INFO,125,44.01,28.56,57.52,1027.93,23.8,66.7,4.76,-9.18,3.25,1.47
20200526-103229,INFO,126,43.47,28.6,57.68,1027.92,23.7,66.6,4.9,-8.92,3.03,1.59
20200526-103308,INFO,127,43.47,28.67,57.95,1027.95,23.7,66.5,4.97,-8.55,2.98,1.69
20200526-103348,INFO,128,43.47,28.85,56.98,1027.94,23.7,66.8,5.15,-9.82,2.84,1.38
20200526-103428,INFO,129,43.47,28.85,56.93,1027.93,23.7,66.6,5.15,-9.67,2.84,1.39
20200526-103507,INFO,130,43.47,28.65,57.16,1027.99,23.7,66.6,4.95,-9.44,2.99,1.45
20200526-103547,INFO,131,43.47,28.85,56.88,1027.96,23.6,66.5,5.25,-9.62,2.78,1.39
20200526-103627,INFO,132,43.47,28.89,56.9,1027.97,23.7,66.6,5.19,-9.7,2.81,1.38
20200526-103706,INFO,133,43.47,28.98,56.84,1027.89,23.7,66.5,5.28,-9.66,2.74,1.38
20200526-103746,INFO,134,43.47,28.89,56.59,1027.89,23.7,66.4,5.19,-9.81,2.81,1.34
20200526-103826,INFO,135,43.47,29.12,56.32,1027.86,23.7,66.2,5.42,-9.88,2.65,1.3
20200526-103905,INFO,136,43.47,28.83,56.32,1027.89,23.7,66.5,5.13,-10.18,2.85,1.26
20200526-103945,INFO,137,44.01,29.0,56.54,1027.9,23.7,66.3,5.3,-9.76,2.83,1.28
20200526-104025,INFO,138,42.93,28.83,56.51,1027.91,23.7,66.2,5.13,-9.69,2.75,1.4
20200526-104104,INFO,139,43.47,29.11,56.48,1027.87,23.7,66.1,5.41,-9.62,2.65,1.35
20200526-104144,INFO,140,43.47,28.73,56.62,1028.0,23.7,66.1,5.03,-9.48,2.93,1.39
20200526-104224,INFO,141,43.47,28.82,56.82,1027.95,23.7,66.2,5.12,-9.38,2.86,1.42
20200526-104303,INFO,142,43.47,28.62,56.93,1028.02,23.8,66.4,4.82,-9.47,3.08,1.42
20200526-104343,INFO,143,43.47,29.0,56.74,1027.86,23.7,66.3,5.3,-9.56,2.73,1.39
20200526-104423,INFO,144,44.01,29.25,56.46,1027.82,23.7,66.5,5.55,-10.04,2.66,1.24
20200526-104502,INFO,145,44.01,29.42,56.65,1027.8,23.8,66.6,5.62,-9.95,2.6,1.27
20200526-104542,INFO,146,43.47,29.31,56.5,1027.81,23.8,66.8,5.51,-10.3,2.57,1.27
20200526-104622,INFO,147,44.01,29.38,55.91,1027.79,23.8,66.5,5.58,-10.59,2.62,1.12
20200526-104701,INFO,ERROR,Sensor failure. Check wiring.
20200526-104741,INFO,148,42.93,29.54,56.15,1027.82,23.9,66.3,5.64,-10.15,2.37,1.3
20200526-104821,INFO,149,43.47,29.4,55.84,1027.78,23.9,66.2,5.5,-10.36,2.56,1.19
20200526-104900,INFO,150,43.47,29.42,55.99,1027.81,24.0,66.0,5.42,-10.01,2.59,1.25
20200526-104940,INFO,ERROR,Sensor failure. Check wiring.
20200526-105020,INFO,151,43.47,29.71,55.25,1027.82,24.1,66.1,5.61,-10.85,2.45,1.09
20200526-105059,INFO,152,43.47,29.83,55.68,1027.81,24.1,66.1,5.73,-10.42,2.38,1.17
20200526-105139,INFO,153,44.01,29.92,55.1,1027.81,24.1,66.0,5.82,-10.9,2.42,1.02
20200526-105219,INFO,154,43.47,30.01,55.52,1027.81,24.2,66.1,5.81,-10.58,2.32,1.14
20200526-105258,INFO,155,44.01,29.89,55.19,1027.84,24.2,66.0,5.69,-10.81,2.48,1.03
20200526-105338,INFO,156,44.01,29.8,55.09,1027.8,24.2,65.8,5.6,-10.71,2.54,1.03
20200526-105418,INFO,157,44.01,29.94,55.29,1027.78,24.2,66.0,5.74,-10.71,2.45,1.05
20200526-105457,INFO,158,44.01,29.69,55.77,1027.84,24.3,66.2,5.39,-10.43,2.66,1.13
20200526-105537,INFO,159,44.01,29.83,55.72,1027.8,24.2,66.2,5.63,-10.48,2.52,1.12
20200526-105616,INFO,160,44.55,29.94,55.87,1027.8,24.3,66.6,5.64,-10.73,2.59,1.05
20200526-105656,INFO,161,44.01,29.52,55.84,1027.81,24.2,66.7,5.32,-10.86,2.72,1.09
20200526-105736,INFO,162,44.01,29.72,56.39,1027.81,24.3,66.7,5.42,-10.31,2.64,1.2
20200526-105815,INFO,163,44.55,29.91,55.97,1027.81,24.3,66.7,5.61,-10.73,2.61,1.06
20200526-105855,INFO,ERROR,Sensor failure. Check wiring.
20200526-105935,INFO,164,43.47,29.62,55.81,1027.81,24.3,66.3,5.32,-10.49,2.6,1.18
20200526-110014,INFO,ERROR,Sensor failure. Check wiring.
20200526-110054,INFO,ERROR,Sensor failure. Check wiring.
20200526-110134,INFO,165,43.47,29.63,55.97,1027.82,24.2,66.0,5.43,-10.03,2.55,1.25
20200526-110213,INFO,166,44.01,29.74,56.42,1027.83,24.2,66.4,5.54,-9.98,2.58,1.24
20200526-110253,INFO,167,44.01,29.65,56.0,1027.83,24.3,66.6,5.35,-10.6,2.68,1.13
20200526-110333,INFO,168,44.01,29.81,55.82,1027.82,24.3,66.2,5.51,-10.38,2.58,1.14
20200526-110412,INFO,169,44.01,29.76,55.92,1027.85,24.3,66.3,5.46,-10.38,2.61,1.15
20200526-110452,INFO,170,44.55,29.89,55.95,1027.81,24.3,65.6,5.59,-9.65,2.62,1.18
20200526-110532,INFO,171,44.55,29.85,55.79,1027.82,24.3,66.3,5.55,-10.51,2.65,1.07
20200526-110611,INFO,172,44.01,29.87,55.6,1027.82,24.3,66.5,5.57,-10.9,2.54,1.06
20200526-110651,INFO,173,44.55,29.69,54.35,1027.84,24.3,66.0,5.39,-11.65,2.76,0.84
20200526-110731,INFO,174,43.47,29.76,55.42,1027.85,24.3,65.4,5.46,-9.98,2.51,1.2
20200526-110810,INFO,175,44.01,29.89,56.31,1027.83,24.3,65.7,5.59,-9.39,2.53,1.31
20200526-110850,INFO,176,44.01,29.67,55.89,1027.85,24.3,65.9,5.37,-10.01,2.67,1.19
20200526-110930,INFO,177,44.01,29.92,55.97,1027.87,24.4,66.0,5.52,-10.03,2.55,1.19
20200526-111009,INFO,178,44.55,29.87,55.86,1027.84,24.4,66.2,5.47,-10.34,2.68,1.09
20200526-111049,INFO,179,44.01,29.74,55.66,1027.8,24.4,66.1,5.34,-10.44,2.67,1.12
20200526-111129,INFO,180,44.01,29.94,55.65,1027.8,24.4,65.8,5.54,-10.15,2.54,1.15
20200526-111208,INFO,181,44.01,30.12,55.17,1027.84,24.4,65.9,5.72,-10.73,2.43,1.04
20200526-111248,INFO,182,44.01,30.32,55.22,1027.84,24.4,66.1,5.92,-10.88,2.31,1.03
20200526-111328,INFO,183,44.55,30.23,55.31,1027.83,24.4,66.2,5.83,-10.89,2.46,0.99
20200526-111407,INFO,184,44.01,30.12,55.48,1027.84,24.5,66.2,5.62,-10.72,2.47,1.07
20200526-111447,INFO,185,44.01,30.14,55.62,1027.8,24.5,66.3,5.64,-10.68,2.46,1.09
20200526-111527,INFO,ERROR,Sensor failure. Check wiring.
20200526-111606,INFO,186,44.01,30.12,55.66,1027.87,24.5,66.2,5.62,-10.54,2.47,1.11
20200526-111646,INFO,187,44.55,30.11,55.81,1027.77,24.6,66.3,5.51,-10.49,2.62,1.07
20200526-111726,INFO,188,44.55,30.2,55.95,1027.74,24.5,66.2,5.7,-10.25,2.52,1.11
20200526-111805,INFO,189,44.55,30.32,55.73,1027.8,24.5,66.3,5.82,-10.57,2.45,1.06
20200526-111845,INFO,ERROR,Sensor failure. Check wiring.
20200526-111925,INFO,ERROR,Sensor failure. Check wiring.
20200526-112004,INFO,190,44.01,30.11,55.58,1027.81,24.6,66.2,5.51,-10.62,2.52,1.09
